profile_id,field,static_value,runtime_value,resolution,impact
action_dit_norm3,elementwise_affine,True,False,RUNTIME_TRACE_OVERRIDES_STATIC_MANIFEST,affine operand traffic corrected; arithmetic normalization core unchanged
