artifact,status,revision,path,sha256,purpose
gr00t/model/gr00t_n1d7/gr00t_n1d7.py,PINNED_SOURCE_RECHECKED,b9955401d50c92a29258732e3ad6ccd579f1bdc0,C:\Users\Admin\OneDrive\2026-summer\STOB_semiconductor_pim\STOB_PIM_pure_layornorm\references\Isaac-GR00T\gr00t\model\gr00t_n1d7\gr00t_n1d7.py,cfd2a140c4be85b5467542dc78722668188bf0a6447e7ffdb9c0ca71103470a5,normalization construction/call-path evidence
gr00t/model/modules/dit.py,PINNED_SOURCE_RECHECKED,b9955401d50c92a29258732e3ad6ccd579f1bdc0,C:\Users\Admin\OneDrive\2026-summer\STOB_semiconductor_pim\STOB_PIM_pure_layornorm\references\Isaac-GR00T\gr00t\model\modules\dit.py,66c19364ad9e907455c6a621886fb87f9bf524de69df9b37bdc662c96f01baff,normalization construction/call-path evidence
gr00t/model/modules/qwen3_backbone.py,PINNED_SOURCE_RECHECKED,b9955401d50c92a29258732e3ad6ccd579f1bdc0,C:\Users\Admin\OneDrive\2026-summer\STOB_semiconductor_pim\STOB_PIM_pure_layornorm\references\Isaac-GR00T\gr00t\model\modules\qwen3_backbone.py,cd2549cd8718513b9efe9cc1b0c73b1ec654a9f01a572beb0be3760155b40bb0,normalization construction/call-path evidence
gr00t/configs/model/gr00t_n1d7.py,PINNED_SOURCE_RECHECKED,b9955401d50c92a29258732e3ad6ccd579f1bdc0,C:\Users\Admin\OneDrive\2026-summer\STOB_semiconductor_pim\STOB_PIM_pure_layornorm\references\Isaac-GR00T\gr00t\configs\model\gr00t_n1d7.py,c2052451257106712fc16cb0093578a6fa52dd030d217ebf980936185ff17cdf,normalization construction/call-path evidence
