test,status,configuration,checks,log,vcd
b0_full_pim_system_tb,PASS,1ch_2bank_1pcu_dw32_logic0_norm0,"bank_add;route0_direct;route1_bypass;logic_idle;normalization_idle;protocol_error_zero",b0_run.log,b0_activity.vcd
