scenario,area_index,package_index,yield_cost_index,energy_index,thermal_index,combined_cost_index,normalized_performance,performance_per_cost,thermal_feasible,capacity_feasible,overall_feasible,pareto_optimal
hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True
hbm2_8hi_2stack,2.0,2.0,2.735314472936077,1.0,2.0,1.853614636538505,2.0,1.0789729216504567,True,True,True,True
hbm2_8hi_no_pim,0.994475138121547,1.0,0.9910314438118207,1.5652173913043481,0.8695652173913044,1.0605023561968878,0.5555555555555556,0.5238607460975917,True,True,True,True
