height,width,expand_stage_cycles,depthwise_stage_cycles,project_stage_cycles,add_stage_cycles,relu_stage_cycles,sequential_cycles,pipelined_cycles,overlap_gain_cycles,first_depthwise_start,last_expand_end,first_project_start,logic_resource_cycles,bank_resource_cycles
14,14,88048,20360,103288,1659,873,214228,191348,22880,7200,88048,88048,191336,22892
