fill_policy,fill_channels,buffer_write_ports,buffer_write_latency,physical_weight_bytes,physical_writes,buffer_fill_bursts,buffer_read_hits,buffer_read_misses,active_channels,completed_fill_writes,min_writes_per_channel,max_writes_per_channel,min_completion_cycle,max_completion_cycle,fill_activates,fill_precharges,fill_barrier_cycles,port_wait_cycles,write_queue_cycles,global_commands,global_dispatches,global_coalesced,global_dispatch_overhead_cycles,global_queue_cycles,global_service_cycles,total_refreshes,total_cycle
row_interleaved,32,4,2,114688,225460,3584,702464,0,32,3584,112,112,109241,109241,1024,0,272,1562,1419776,92512,2320,90192,9280,4027527832,379328,0,217189
