workload,mode_transition_latency,hab_residency,outputs_checked,total_cycle,rank_command_rejects,rank_mode_transition_rejects,rank_logic_queue_rejects,rank_bank_domain_rejects,rank_logic_domain_rejects,command_predicate_reject_cycles,epoch_mismatch_rejects,barrier_outstanding_rejects,write_bus_busy_rejects,result
ActualShapeUibRunsEndToEnd,32,true,18816,235182,1943168,1943168,0,669056,1274112,1275977,8940258,1225410,93051750,PASS
