fill_policy,fill_channels,buffer_write_ports,buffer_write_latency,physical_weight_bytes,physical_writes,buffer_fill_bursts,buffer_read_hits,buffer_read_misses,active_channels,completed_fill_writes,min_writes_per_channel,max_writes_per_channel,min_completion_cycle,max_completion_cycle,fill_activates,fill_precharges,fill_barrier_cycles,port_wait_cycles,write_queue_cycles,global_commands,global_dispatches,global_coalesced,global_dispatch_overhead_cycles,global_queue_cycles,global_service_cycles,total_refreshes,total_cycle
row_interleaved,32,4,8,114688,225460,3584,702464,0,32,3584,112,112,111648,111648,1024,0,384,6940,6328128,92512,4432,88080,17728,4125396652,387776,0,226757
