mode_latency,result,outputs_checked,total_cycle,rank_rejects,rank_mode_rejects,rank_logic_queue_rejects,rank_mode_blocked_controller_cycles,rank_logic_queue_blocked_controller_cycles,logic_busy_attempts,logic_busy_wall_cycles,mode_attempts,mode_wall_cycles,bank_state_attempts,bank_state_wall_cycles,timing_attempts,timing_wall_cycles,row_mismatch_attempts,row_mismatch_wall_cycles,row_limit_attempts,row_limit_wall_cycles,xaw_attempts,xaw_wall_cycles,bank_state_blocked_controller_cycles,timing_blocked_controller_cycles,row_mismatch_blocked_controller_cycles,mode_blocked_controller_cycles
32,PASS,18816,235182,1943168,1943168,0,160451,0,0,0,0,0,596010320,14802442,31160783,2409829,2991680,670064,0,0,0,0,14462890,2332601,632480,0
