mode_latency,result,total_cycle,rank_mode_any_cycles,rank_mode_all_active_cycles,rank_mode_peak_channels,bank_state_any_cycles,bank_state_all_active_cycles,bank_state_peak_channels,timing_any_cycles,timing_all_active_cycles,timing_peak_channels,row_mismatch_any_cycles,row_mismatch_all_active_cycles,row_mismatch_peak_channels
32,PASS,235182,3171,2155,64,224126,219645,64,39563,34360,64,9969,9854,64
