mode_latency,result,total_cycle,epoch_any_cycles,epoch_all_active_cycles,epoch_peak_channels,barrier_any_cycles,barrier_all_active_cycles,barrier_peak_channels,write_bus_any_cycles,write_bus_all_active_cycles,write_bus_peak_channels
32,PASS,235182,25377,19866,64,22565,15718,64,28773,26013,64
