mode_latency,result,total_cycle,hierarchy_union_any_cycles,hierarchy_union_all_active_cycles,hierarchy_union_peak_channels,bank_all_no_hierarchy_cycles,bank_all_with_hierarchy_cycles,bank_state_only_cycles,hierarchy_all_no_issuability_cycles,bank_hierarchy_all_intersection_cycles
32,PASS,235182,46967,41359,64,176865,42780,175229,0,41359
