bank_stages_enqueued,bank_stages_completed,logic_rows_enqueued,logic_outputs_checked,shared_drain_cycles,bank_issues,logic_issues,bank_first_issue,bank_last_issue,logic_first_issue,logic_last_issue,overlapping_issue_cycles,overlapping_window_cycles,pending_after_drain
1,1,1,12,1942,2048,288,1748,2344,2758,3080,0,0,0
