sample,scenario,area_index,package_index,yield_cost_index,energy_index,thermal_index,combined_cost_index,normalized_performance,performance_per_cost
321,hbm2_4hi_1stack,0.5497260903950272,0.725,0.7221107400152806,0.75,0.5757119610477308,0.6589780293368812,1.0,1.5175012754314186
321,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
321,hbm2_12hi_1stack,1.4502739096049726,1.275,1.3848291468131868,1.25,1.540480064920449,1.3758924958834684,1.0,0.7268009695466028
321,hbm2_8hi_2stack,2.0,2.0,2.9606683926098616,1.0,2.0,1.8831978551191735,2.0,1.062023299656655
321,hbm2_8hi_no_pim,0.9974571930287154,1.0,0.9904475787903572,1.1422989678675333,0.9944409695269926,1.0233328385584495,0.870561033057252,0.8507115185354509
322,hbm2_4hi_1stack,0.5511343429365316,0.725,0.4149588323695114,0.75,0.6153126533646589,0.5980693148395544,1.0,1.6720469938643694
322,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
322,hbm2_12hi_1stack,1.4488656570634686,1.275,2.4098776119302423,1.25,1.474478911058902,1.5234084973835487,1.0,0.6564227531338431
322,hbm2_8hi_2stack,2.0,2.0,7.679955637758858,1.0,2.0,2.278713575582376,2.0,0.8776881927729137
322,hbm2_8hi_no_pim,0.993622232284183,1.0,0.9839394970241775,1.1007368194081733,0.7512969909865419,0.9583782908860538,0.682540074738744,0.7121823201021302
323,hbm2_4hi_1stack,0.56090490641198,0.725,0.7786974207913385,0.75,0.6128617742126161,0.6801488308317734,1.0,1.470266439739478
323,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
323,hbm2_12hi_1stack,1.4390950935880202,1.275,1.2841958548979995,1.25,1.4785637096456394,1.3421349917837073,1.0,0.7450815351077261
323,hbm2_8hi_2stack,2.0,2.0,2.370829076893449,1.0,2.0,1.8013497615604732,2.0,1.1102785492737623
323,hbm2_8hi_no_pim,0.9939861532469921,1.0,0.9842703491215927,1.5040039229653155,0.7023593183346327,1.0066085406890386,0.46699300953274864,0.4639271282290978
324,hbm2_4hi_1stack,0.5506649687227906,0.725,0.8238015229945147,0.75,0.6120162453001532,0.6851323149871212,1.0,1.4595720828301575
324,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
324,hbm2_12hi_1stack,1.4493350312772093,1.275,1.2138846215833694,1.25,1.4799729244997453,1.3292419332390857,1.0,0.7523084962894665
324,hbm2_8hi_2stack,2.0,2.0,2.106248495999789,1.0,2.0,1.7592190492276174,2.0,1.136868089780006
324,hbm2_8hi_no_pim,0.9928930434645525,1.0,0.978294890054927,0.8187507210559953,0.6956662632425974,0.8883517826704085,0.8496679701794363,0.9564543987577898
325,hbm2_4hi_1stack,0.5670636434476365,0.725,0.5057731850502092,0.75,0.5946773729966192,0.6215179238375605,1.0,1.608964056620448
325,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
325,hbm2_12hi_1stack,1.4329363565523636,1.275,1.9771708535728878,1.25,1.5088710450056346,1.4678060882608264,1.0,0.6812889032126033
325,hbm2_8hi_2stack,2.0,2.0,5.426095376325512,1.0,2.0,2.125766124722078,2.0,0.9408372712033312
325,hbm2_8hi_no_pim,0.9913180618587588,1.0,0.9821846801283833,1.6308906281504998,0.9437217420912741,1.0842638903741415,0.5786542186225544,0.5336839341047142
326,hbm2_4hi_1stack,0.5657370912806292,0.725,0.662006187007168,0.75,0.647579694025157,0.666858726548844,1.0,1.4995679897228653
326,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
326,hbm2_12hi_1stack,1.434262908719371,1.275,1.5105599005363561,1.25,1.4207005099580718,1.3744783093505424,1.0,0.7275487675556787
326,hbm2_8hi_2stack,2.0,2.0,2.680447749873203,1.0,2.0,1.8461180417000584,2.0,1.083354343993212
326,hbm2_8hi_no_pim,0.9894533056952792,1.0,0.99020197344364,1.1945526823304784,0.6978428644152541,0.9603209607885655,0.5841875998753085,0.6083253659230807
327,hbm2_4hi_1stack,0.5445953202194834,0.725,0.42927767884596435,0.75,0.6346181662759762,0.604428308485347,1.0,1.6544559312682203
327,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
327,hbm2_12hi_1stack,1.4554046797805167,1.275,2.329494518998331,1.25,1.4423030562067058,1.507802421023677,1.0,0.663216868507931
327,hbm2_8hi_2stack,2.0,2.0,8.15193959747499,1.0,2.0,2.306057797756717,2.0,0.8672809510436194
327,hbm2_8hi_no_pim,0.9968100933114497,1.0,0.9876706835464143,0.9085123768713317,0.7149465290490373,0.9144622878891719,0.7869419803735839,0.8605515949597663
328,hbm2_4hi_1stack,0.563515256673137,0.725,0.369824557581228,0.75,0.6073467879878631,0.585527755840382,1.0,1.7078609682042218
328,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,hbm2_12hi_1stack,1.436484743326863,1.275,2.7039848476810815,1.25,1.4877553533535615,1.5590189645778838,1.0,0.6414290157597651
328,hbm2_8hi_2stack,2.0,2.0,9.857899579253491,1.0,2.0,2.3953825162924614,2.0,0.8349397168914681
328,hbm2_8hi_no_pim,0.9954352523458088,1.0,0.9907411984568131,1.0154121744755296,0.680202592750211,0.9260848461744798,0.669878311338489,0.7233444258435473
329,hbm2_4hi_1stack,0.5575531194904918,0.725,0.7615363313480229,0.7500000000000002,0.6479126342842779,0.6838778209795916,1.0,1.4622494973847706
329,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
329,hbm2_12hi_1stack,1.4424468805095083,1.275,1.3131349862584547,1.25,1.4201456095262044,1.3379271134541826,1.0,0.7474248708647947
329,hbm2_8hi_2stack,2.0,2.0,2.301560918087637,1.0,2.0,1.7906985925692938,2.0,1.116882544220019
329,hbm2_8hi_no_pim,0.9931169299512437,1.0,0.9845335445792361,1.7943010179190326,0.8297969944245561,1.0780021148344554,0.4624625333975039,0.42899965318576627
330,hbm2_4hi_1stack,0.5487875815864122,0.725,0.8986859848370627,0.7500000000000001,0.6541272301075695,0.7060163335509888,1.0,1.4163978260536654
330,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
330,hbm2_12hi_1stack,1.451212418413588,1.275,1.11273572401522,1.25,1.4097879498207182,1.2940152717397506,1.0,0.7727884066279533
330,hbm2_8hi_2stack,2.0,2.0,1.7394537150558054,1.0,2.0,1.6931700307687638,2.0,1.1812162769570895
330,hbm2_8hi_no_pim,0.9971294226459222,1.0,0.9909833420598807,1.5859809618916092,0.7057834702965332,1.0203694977722901,0.44501383513124954,0.43613008434966044
331,hbm2_4hi_1stack,0.5689139384075974,0.725,0.902001564030942,0.7499999999999999,0.6485814873677415,0.7104336709330128,1.0,1.4075909418632984
331,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
331,hbm2_12hi_1stack,1.4310860615924026,1.275,1.1086455277650673,1.25,1.4190308543870973,1.2911422700744273,1.0,0.7745079865926436
331,hbm2_8hi_2stack,2.0,2.0,1.4777024850176854,1.0,2.0,1.638835632760848,2.0,1.2203786395776128
331,hbm2_8hi_no_pim,0.9941536922576398,1.0,0.9933950516287885,1.2973301745793473,0.7490407430701482,0.9918050072719894,0.5773709405263935,0.5821415865952139
332,hbm2_4hi_1stack,0.559234111862638,0.725,0.36959049722939125,0.75,0.5924937274437353,0.5816737905709962,1.0,1.7191766522922696
332,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
332,hbm2_12hi_1stack,1.4407658881373622,1.275,2.705697271700514,1.25,1.512510454260441,1.5653023628642875,1.0,0.6388542071642554
332,hbm2_8hi_2stack,2.0,2.0,9.757375671812921,1.0,2.0,2.390477182520405,2.0,0.8366530392443635
332,hbm2_8hi_no_pim,0.9919167705995218,1.0,0.9818119855611942,1.693354681406812,0.7850639809255469,1.0530071243153227,0.4636146163267629,0.44027680879007386
333,hbm2_4hi_1stack,0.5456508432451382,0.725,0.5533278780358182,0.7500000000000001,0.6244030098852852,0.6340920789413746,1.0,1.5770580223451358
333,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
333,hbm2_12hi_1stack,1.4543491567548616,1.275,1.8072467332565296,1.25,1.4593283168578586,1.4363221828148343,1.0,0.6962226246762051
333,hbm2_8hi_2stack,2.0,2.0,4.370583817082933,1.0,2.0,2.0357567715774096,2.0,0.9824356366749534
333,hbm2_8hi_no_pim,0.9914429110237524,1.0,0.9766174840231839,0.8888943234677865,0.6908849413742728,0.9012589972443701,0.7772408070725074,0.8623945052964215
334,hbm2_4hi_1stack,0.5489983806881096,0.725,0.4040710158366652,0.7500000000000001,0.6059877423715232,0.5926228251004444,1.0,1.6874139126020142
334,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
334,hbm2_12hi_1stack,1.4510016193118904,1.275,2.474812497821479,1.25,1.4900204293807946,1.5351984515423311,1.0,0.6513815845732217
334,hbm2_8hi_2stack,2.0,2.0,8.223015540755407,1.0,2.0,2.3100651036064677,2.0,0.8657764652942487
334,hbm2_8hi_no_pim,0.9913007993834209,1.0,0.9766568000972149,2.105673518936804,0.8518976905989296,1.1167222832462305,0.4045725431495522,0.36228572602087716
335,hbm2_4hi_1stack,0.5470211426532806,0.725,0.5426337237664307,0.75,0.6411921883655862,0.635301202243036,1.0,1.574056520701259
335,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
335,hbm2_12hi_1stack,1.4529788573467197,1.275,1.8428637148811566,1.2499999999999998,1.431346352724023,1.4360960559594416,1.0,0.696332251488505
335,hbm2_8hi_2stack,2.0,2.0,4.899932214418021,1.0,2.0,2.082840490598532,2.0,0.9602271556691666
335,hbm2_8hi_no_pim,0.9958776245279226,1.0,0.986148874113413,1.3754470187887267,0.6872155115535592,0.9852287025176486,0.4996306670966858,0.5071215097773055
336,hbm2_4hi_1stack,0.5472359591581497,0.725,0.5980069420177179,0.7500000000000001,0.6191986502054201,0.6433125513256632,1.0,1.5544543596099858
336,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,hbm2_12hi_1stack,1.4527640408418503,1.275,1.6722213903168568,1.25,1.4680022496576337,1.4155563261417665,1.0,0.7064360361594336
336,hbm2_8hi_2stack,2.0,2.0,3.5193573156005837,1.0,2.0,1.9494435770704666,2.0,1.0259337708073129
336,hbm2_8hi_no_pim,0.9909689522745352,1.0,0.9796290341957855,0.9298156696627482,0.7398972504355967,0.9224397174536088,0.7957461619290236,0.8626538372888776
337,hbm2_4hi_1stack,0.5550675018679648,0.725,0.3934624053239514,0.75,0.6141575402227206,0.5923598579960512,1.0,1.6881630085181536
337,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
337,hbm2_12hi_1stack,1.4449324981320353,1.275,2.541538877587719,1.25,1.4764040996287988,1.5392669737392277,1.0,0.6496598816583284
337,hbm2_8hi_2stack,2.0,2.0,8.782259778610102,1.0,2.0,2.3406649574160525,2.0,0.8544580434988333
337,hbm2_8hi_no_pim,0.9908790768397082,1.0,0.9769140674796943,1.6025377177365203,0.8071672120705725,1.0459953616846642,0.5036806329966719,0.481532377146923
338,hbm2_4hi_1stack,0.5469256308733909,0.725,0.881966647591495,0.75,0.6009181282120292,0.6910651668091697,1.0,1.447041535340674
338,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
338,hbm2_12hi_1stack,1.453074369126609,1.275,1.1338297233017087,1.2499999999999998,1.498469786313285,1.3151666082650335,1.0,0.7603599374524868
338,hbm2_8hi_2stack,2.0,2.0,2.026948358555303,1.0,2.0,1.7457680226292414,2.0,1.1456275828605615
