OpenROAD 26Q3-1080-gab6fd26351 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
LOGIC_DIE_LEAF_CELLS=13176
   Internal  Switching    Leakage      Total
      Power      Power      Power      Power (Watts)
--------------------------------------------
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[19\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[90\]\[17\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[41\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[114\]\[9\]$_DFFE_PP_
   4.54e-06   1.07e-11   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[2\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[106\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[123\]\[20\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[12\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[41\]\[23\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[125\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[39\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[31\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[125\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[42\]\[20\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[123\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[115\]\[29\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[108\]\[20\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[109\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[122\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[107\]\[19\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[122\]\[21\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[47\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[79\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[125\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[47\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[107\]\[9\]$_DFFE_PP_
   4.54e-06   1.33e-15   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[4\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[109\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[39\]\[16\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[76\]\[0\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[109\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[79\]\[19\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[51\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[41\]\[12\]$_DFFE_PP_
   4.54e-06   6.04e-18   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[6\]\[31\]$_DFFE_PP_
   4.54e-06   6.67e-10   8.88e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.mask_q\[37\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[106\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[76\]\[31\]$_DFFE_PP_
   4.54e-06   8.14e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[3\]\[21\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[18\]\[25\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[10\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[76\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[75\]\[21\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[90\]\[18\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[101\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[122\]\[25\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[44\]\[18\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[51\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[25\]\[6\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[107\]\[6\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[67\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[59\]\[26\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[76\]\[26\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[51\]\[17\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[92\]\[22\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[61\]\[27\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[84\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[74\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[84\]\[10\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[97\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[37\]\[22\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[38\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[79\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[55\]\[10\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[57\]\[26\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[95\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[112\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[39\]\[18\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[51\]\[20\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[41\]\[17\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[55\]\[26\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[125\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[18\]\[6\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[41\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[75\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[16\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[74\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[115\]\[24\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[18\]\[31\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[49\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[80\]\[21\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[76\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[41\]\[20\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[62\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[84\]\[1\]$_DFFE_PP_
   4.54e-06   8.74e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[3\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[48\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[41\]\[28\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[10\]\[30\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[38\]\[25\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[47\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[92\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[115\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[90\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[48\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[76\]\[17\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[41\]\[10\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[48\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[58\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[47\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[41\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[47\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[41\]\[24\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[56\]\[16\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[84\]\[18\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[50\]\[5\]$_DFFE_PP_
   4.54e-06   6.40e-18   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[7\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[51\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[84\]\[0\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[46\]\[5\]$_DFFE_PP_
   4.54e-06   3.41e-15   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[4\]\[27\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[101\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[42\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[45\]\[17\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[113\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[92\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[50\]\[19\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[37\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[38\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[74\]\[31\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[40\]\[0\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[38\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[74\]\[18\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[51\]\[25\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[92\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[51\]\[19\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[57\]\[27\]$_DFFE_PP_
   4.54e-06   6.94e-18   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[7\]\[27\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[55\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[46\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[103\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[49\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[52\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[89\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[49\]\[19\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[53\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[62\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[80\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[37\]\[27\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[112\]\[16\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[38\]\[27\]$_DFFE_PP_
   4.54e-06   5.73e-18   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[6\]\[17\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[12\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[30\]\[24\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[111\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[74\]\[27\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[11\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[53\]\[26\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[41\]\[29\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[90\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[79\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[56\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[54\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[61\]\[6\]$_DFFE_PP_
   4.54e-06   5.57e-18   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[7\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[42\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[10\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[111\]\[20\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[49\]\[25\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[111\]\[13\]$_DFFE_PP_
   4.54e-06   1.48e-17   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[6\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[47\]\[17\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[84\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[100\]\[7\]$_DFFE_PP_
   4.54e-06   7.36e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[3\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[25\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[81\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[55\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[79\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[84\]\[10\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[101\]\[31\]$_DFFE_PP_
   4.54e-06   1.04e-11   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[3\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[54\]\[28\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[82\]\[2\]$_DFFE_PP_
