revision,label,git_commit,dirty,parameter_status,fp16_generic_cells,bf16_generic_cells,mapped_area_um2,technology_mapped_area_um2,critical_path_ns,slack_ns,dynamic_power_W,leakage_power_W,total_power_W,energy_per_op_J,throughput_ops_s,peak_temperature_K,hotspot_layer,hotspot_x,hotspot_y,area_vs_baseline_pct,power_vs_baseline_pct,peak_delta_vs_baseline_K,energy_vs_baseline_pct,area_vs_previous_pct,power_vs_previous_pct,peak_delta_vs_previous_K
provisional_baseline_2026_08_11,Temporary RTL plus synthetic physical baseline,3beb9c33a4c172be3b0546aeb8af799dc6d42048,True,PROVISIONAL,129805,104699,10900000.0,,,,3.57,0.43000000000000005,4.0,,,322.58181130666975,dram_0,0,1,0.0,0.0,0.0,,,,
