profile_id,rows,hidden_size,samples,rtl_vs_model_bit_mismatches,rtl_vs_pytorch_bit_mismatches,bit_exact_rate,max_abs,mean_abs,rmse,nonfinite,worst_flat_index,worst_row,worst_column,worst_actual_bf16,worst_pytorch_bf16,threshold,result,source_classification
action_vlln,280,2048,573440,0,5,0.9999912806919643,0.00390625,2.2139075943934067e-08,9.027221350096393e-06,0,245532,119,1820,3f12,3f13,0.025,PASS,PRETRAINED_ACTION_HEAD_SYNTHETIC_BOUNDARY_INPUT
action_vl_self_attention_norm1,280,2048,573440,0,8,0.9999860491071428,0.0078125,4.140417461582859e-08,1.7872353949000525e-05,0,71256,34,1624,bf89,bf88,0.025,PASS,PRETRAINED_ACTION_HEAD_SYNTHETIC_BOUNDARY_INPUT
action_vl_self_attention_norm3,280,2048,573440,0,21,0.99996337890625,0.015625,1.362521808394896e-07,3.318066248710244e-05,0,445785,217,1369,400f,4010,0.025,PASS,PRETRAINED_ACTION_HEAD_SYNTHETIC_BOUNDARY_INPUT
action_dit_adaln_norm1,41,1536,62976,0,6,0.9999047256097561,0.0078125,4.962207825203253e-07,5.3921643591233666e-05,0,4994,3,386,bfa1,bfa0,0.025,PASS,PRETRAINED_ACTION_HEAD_SYNTHETIC_BOUNDARY_INPUT
action_dit_norm3,41,1536,62976,0,0,1.0,0.0,0.0,0.0,0,0,0,0,3fc1,3fc1,0.025,PASS,PRETRAINED_ACTION_HEAD_SYNTHETIC_BOUNDARY_INPUT
action_dit_norm_out,41,1536,62976,0,4,0.9999364837398373,0.0001220703125,7.753449726880082e-09,9.728648575795568e-07,0,48272,31,656,3cc9,3cca,0.025,PASS,PRETRAINED_ACTION_HEAD_SYNTHETIC_BOUNDARY_INPUT
