profile_id,model_path,norm_type,rows,hidden_size,shape,epsilon,affine,invocations,simulator_dtype,official_dtype,cycles_per_profile_run,projected_elementwise_cycles,logical_input_bytes_per_call,logical_output_bytes_per_call,affine_parameter_bytes_per_call,global_stat_scalars_per_call,source_status,activation_status,cycle_scope
vlln,policy,VLLN_LayerNorm,280,2048,"[280,2048]",1e-5,true,1,FP16,BF16,17198,17198,1146880,1146880,8192,560,DERIVED_FROM_PINNED_OFFICIAL_SOURCE,SYNTHETIC,"Bank-PIM element-wise only; host reduction/rsqrt excluded"
vl_self_attention_norm1_norm3,policy,LayerNorm,280,2048,"[280,2048]",1e-5,true,8,FP16,BF16,17198,137584,1146880,1146880,8192,560,DERIVED_FROM_PINNED_OFFICIAL_SOURCE,SYNTHETIC,"Bank-PIM element-wise only; host reduction/rsqrt excluded"
dit_adaln_norm1,policy,AdaLayerNorm,41,1536,"[41,1536]",1e-5,true,128,FP16,BF16,4856,621568,125952,125952,251904,82,DERIVED_FROM_PINNED_OFFICIAL_SOURCE,SYNTHETIC,"Bank-PIM element-wise only; host reduction/rsqrt excluded"
dit_norm3,policy,LayerNorm,41,1536,"[41,1536]",1e-5,false,128,FP16,BF16,4856,621568,125952,125952,0,82,DERIVED_FROM_PINNED_OFFICIAL_SOURCE,SYNTHETIC,"Bank-PIM element-wise only; host reduction/rsqrt excluded"
dit_norm_out,policy,LayerNorm,41,1536,"[41,1536]",1e-6,true,4,FP16,BF16,4856,19424,125952,125952,6144,82,DERIVED_FROM_PINNED_OFFICIAL_SOURCE,SYNTHETIC,"Bank-PIM element-wise only; host reduction/rsqrt excluded"
qwen_input_post_attention,qwen_text,RMSNorm,280,2048,"[280,2048]",1e-6,true,32,FP16,BF16,9735,311520,1146880,1146880,4096,280,DERIVED_FROM_PINNED_OFFICIAL_SOURCE,SYNTHETIC,"Bank-PIM element-wise only; host reduction/rsqrt excluded"
qwen_query_key,qwen_text,RMSNorm,8960,64,"[8960,64]",1e-6,true,32,FP16,BF16,9735,311520,1146880,1146880,128,8960,DERIVED_FROM_PINNED_OFFICIAL_SOURCE,SYNTHETIC,"Bank-PIM element-wise only; host reduction/rsqrt excluded"
