candidate_id,origin,seed,evidence_class,peak_temperature_proxy_C,hotspot_overlap_score,traffic_weighted_manhattan_um,tsv_access_distance_um,tsv_channel_distance_cv,global_route_congestion_proxy,timing_distance_proxy_um,ir_drop_distance_proxy_Wum_per_W,keepout_lost_area_um2,routing_corridor_area_um2,tsv_microbump_count,normalized_cost_proxy_raw,norm_peak_temperature_proxy_C,norm_traffic_weighted_manhattan_um,norm_global_route_congestion_proxy,norm_timing_distance_proxy_um,norm_ir_drop_distance_proxy_Wum_per_W,norm_normalized_cost_proxy_raw,score_cost_first,score_balanced,score_thermal_first,pareto_optimal
cand_00b7c69b440e,seeded_permutation_jitter,235,modeled,41.1095813109542,1.250464736610557,5405.538172715895,6139.285714285715,0.14472051858314203,2.6008877603127103,5917.173913043477,2491.875,4117748.3229132136,13440000.0,640.0,0.2395494811844843,0.6553611776038861,0.10657541474618619,0.8986612753673013,0.051394103526804756,0.19444444444444445,0.1044194782826026,0.2384599292252507,0.3627710503711594,0.49077714540474116,True
cand_05eb76bade1b,seeded_permutation_jitter,235,modeled,38.109472612339005,1.136731381300743,6261.243220692532,6721.428571428572,0.14472051858314203,1.939522224002747,6434.782608695651,2749.375,4117748.3229132136,13440000.0,640.0,0.24744516612794074,0.26351527271488867,0.3612272452162578,0.221483428612151,0.34449436819105056,0.3055555555555556,0.3405996770861326,0.32271101005509173,0.30466644386092945,0.2852394436049969,True
cand_0f7ddcf84713,seeded_permutation_jitter,235,modeled,38.986863107090414,1.1041594786247324,5735.2002503128915,6650.0,0.18280219604948572,2.124888388150051,6497.173913043477,2427.5,4117748.3229132136,13440000.0,640.0,0.2423701025882916,0.3781117446745764,0.20468054068314806,0.4112814344152576,0.37982396750169245,0.16666666666666666,0.18879150283416446,0.2503528805120404,0.29911524668460754,0.3336462956394018,True
cand_14de61a5825d,seeded_permutation_jitter,235,modeled,38.971478654254526,1.010527548043775,6153.765123070505,6810.714285714285,0.18280219604948572,2.0148487811039537,6569.782608695651,2749.375,4117748.3229132136,13440000.0,640.0,0.24644571170882165,0.37610237253233253,0.32924251594580767,0.29861093668564,0.42093925032313645,0.3055555555555556,0.31070343058021804,0.32958112641386883,0.3449676945161494,0.35782630227280776,True
cand_1db1eaed1e41,seeded_permutation_jitter,235,modeled,37.89182318357261,0.9567539926086186,6323.863162286191,6721.428571428572,0.45056048792812275,1.9647188527496846,6543.91304347826,2942.5,4117748.3229132136,13440000.0,640.0,0.24809656217262424,0.2350879569303283,0.3798625013579156,0.24728247295839795,0.40629039207238266,0.3888888888888889,0.36008460441478496,0.34533220405163517,0.32568199880988896,0.2895350320601784,True
cand_20dc9ba16997,seeded_permutation_jitter,235,modeled,37.00623832061796,0.9473346368303668,6315.477680433876,6917.857142857143,0.14472051858314203,2.072543142591013,6729.565217391303,2749.375,4117748.3229132136,13440000.0,640.0,0.2481205316439424,0.11942121387510492,0.3773670406753886,0.3576846883959336,0.5114174924601463,0.3055555555555556,0.3608015928130912,0.35113596975875017,0.3203698332097851,0.2389242249806647,True
cand_2524a8a3ce77,seeded_permutation_jitter,235,modeled,36.6562723444817,0.9996984815693243,6611.410095953275,6264.285714285715,0.45056048792812275,1.8624690819660397,6301.304347826086,3521.875,4117748.3229132136,13440000.0,640.0,0.25086978173851143,0.07371195851953301,0.4654344553594986,0.1425880554101196,0.2689111836031267,0.6388888888888888,0.4430387183501303,0.3718000916767123,0.30358446319517834,0.21427577142941306,True
cand_2c7999e41b84,seeded_permutation_jitter,235,modeled,39.13008647439115,1.100795985328593,6121.912807676263,6210.714285714285,0.20966676170912643,1.9056211301912078,6084.999999999999,3071.25,4117748.3229132136,13440000.0,640.0,0.2460179609039665,0.3968182302052875,0.3197634899203876,0.18677180780706704,0.14642703268295681,0.4444444444444444,0.2979083062999886,0.2921426059298058,0.30226777199834565,0.3428861194133932,True
cand_3027400949e4,seeded_permutation_jitter,235,modeled,37.0466848184514,0.9689564216187776,6138.245723821444,6810.714285714285,0.20966676170912643,1.961752359067572,6646.304347826086,2620.625,4117748.3229132136,13440000.0,640.0,0.24623742129429466,0.12470395398063908,0.3246240513990411,0.2442450546265116,0.46427032682956854,0.25,0.3044729297605741,0.29675200613381514,0.2730490454574661,0.21212476446289233,True
cand_3156513cc000,seeded_permutation_jitter,235,modeled,41.10954760833583,1.1994838476998997,5470.129328327076,6335.714285714285,0.20966676170912643,2.5884600678564174,6076.086956521738,2491.875,4117748.3229132136,13440000.0,640.0,0.24018296504813982,0.6553567756857165,0.1257972903766472,0.8859364544390099,0.14137994706715074,0.19444444444444445,0.12336860630992913,0.25854343665287155,0.3810458476136165,0.5013704705753658,True
cand_37aefd8739e5,seeded_permutation_jitter,235,modeled,42.53224367108318,1.3485858265165358,5586.389236545682,6139.285714285715,0.3559342484071871,2.3453192838939296,5956.304347826086,2491.875,4117748.3229132136,13440000.0,640.0,0.2411024233463634,0.8411759182876404,0.1603954249887488,0.6369825197348737,0.07355204037668489,0.19444444444444445,0.15087196355140162,0.26438856558615526,0.3910284875635483,0.5767277961902476,True
cand_3e30b09a3d98,seeded_permutation_jitter,235,modeled,38.59034553177872,1.0552600986508018,6147.048393825616,6282.142857142857,0.42504314296168766,1.9059937868969108,6078.478260869564,3071.25,4117748.3229132136,13440000.0,640.0,0.2462696894221657,0.3263223584519642,0.3272436643543308,0.1871533742052117,0.1427340432079767,0.4444444444444444,0.30543815227263976,0.289648825598207,0.28677260238117586,0.3049067573834087,True
cand_40d1fe3576c0,seeded_permutation_jitter,235,modeled,36.31371972582692,0.9467620215429438,6750.093867334168,6650.0,0.14472051858314203,1.759801534526855,6653.695652173912,3457.5,4117748.3229132136,13440000.0,640.0,0.2521539519048812,0.028970966004550142,0.506705774632587,0.03746587275995602,0.4684557149012125,0.6111111111111112,0.4814515435024477,0.4007764488682393,0.31780097721330847,0.20238045581811165,True
cand_43ba5add1f3d,seeded_permutation_jitter,235,modeled,38.986022589329224,1.0712622992284517,5795.275344180225,6792.857142857143,0.18280219604948572,2.124888388150051,6618.91304347826,2427.5,4117748.3229132136,13440000.0,640.0,0.24297085352696496,0.37800196417133636,0.22255846796095413,0.4112814344152576,0.4487597710346526,0.16666666666666666,0.20676150507505497,0.2689021730271286,0.3156992578804363,0.34316578955574084,True
cand_4488f644e2a6,seeded_permutation_jitter,235,modeled,38.71473997492926,1.0846274893848116,5617.104714226116,6335.714285714285,0.42504314296168766,2.0842333964885693,6024.782608695651,2491.875,4117748.3229132136,13440000.0,640.0,0.24114849223576237,0.34256958748136035,0.169536136070891,0.36965443965714556,0.11232842986397475,0.19444444444444445,0.15225000225669805,0.19373288946145295,0.2341289992956355,0.2806221182312286,True
cand_47f1b95e9a56,seeded_permutation_jitter,235,modeled,37.68486703874109,1.067624965177561,5552.0233625365045,6335.714285714285,0.42504314296168766,2.144655440300065,6007.391304347825,2491.875,4117748.3229132136,13440000.0,640.0,0.24055810076267775,0.2080572970474785,0.1501683815199344,0.43152108870134015,0.1024804579306948,0.19444444444444445,0.1345898782163391,0.17374830292633328,0.20178115873755703,0.20902244454657154,True
cand_5278cc5cd32b,seeded_permutation_jitter,235,modeled,42.38151122725474,1.3573117818739735,5065.529828952858,6264.285714285715,0.14472051858314203,2.6913120159083648,5831.521739130434,2041.25,4117748.3229132136,13440000.0,640.0,0.23623982200244958,0.8214886679972268,0.0053913124447136284,0.99124744645863,0.0028928417554010422,0.0,0.005419078800768883,0.1850811318882173,0.35638433454046936,0.5520428814043876,True
cand_52e55fe666c2,seeded_permutation_jitter,235,modeled,39.77359451533228,1.1727584197387801,5623.279098873592,6667.857142857143,0.20966676170912643,2.0509083524994276,6409.565217391303,2170.0,4117748.3229132136,13440000.0,640.0,0.241176911038248,0.4808671817390483,0.17137358970777675,0.3355326412073831,0.3302148088877945,0.05555555555555555,0.15310008156823116,0.21969532020148247,0.28287419868138425,0.36139961357073913,True
cand_595c200f7ad0,seeded_permutation_jitter,235,modeled,36.96757070433205,0.98052580035728,6358.364622444723,6739.285714285715,0.3559342484071871,1.925976806965854,6584.347826086955,2942.5,4117748.3229132136,13440000.0,640.0,0.24840283472842573,0.11437081450109289,0.390129894315378,0.20761415989636367,0.4291869268172583,0.3888888888888889,0.3692460025246738,0.3377041199755595,0.2964146347629821,0.22294823509362366,True
cand_68795308564d,seeded_permutation_jitter,235,modeled,37.39104510662982,0.9138928658747629,6303.201919065499,6667.857142857143,0.18280219604948572,1.9603193693392482,6682.826086956521,2878.125,4117748.3229132136,13440000.0,640.0,0.2478855502570069,0.16968104724109037,0.3737138600493508,0.24277780414947164,0.48495106788945663,0.3611111111111111,0.3537726965135306,0.3407399747477253,0.31549938021412266,0.25726859512821526,True
cand_723faf300970,seeded_permutation_jitter,235,modeled,42.11870711267444,1.2494992946060646,5463.944513975804,6264.285714285715,0.18280219604948572,2.505421589701712,5975.86956521739,2491.875,4117748.3229132136,13440000.0,640.0,0.2400380784264724,0.7871636729949449,0.12395673293294246,0.8009126442350962,0.0846310088016247,0.19444444444444445,0.11903467564343982,0.25510380258705007,0.3917134585817933,0.5592862369708026,True
cand_76ea8437ea18,seeded_permutation_jitter,235,modeled,43.2910535936151,1.4238248756375196,5164.4034209428455,6282.142857142857,0.14472051858314203,2.4996611491280865,5827.173913043477,2041.25,4117748.3229132136,13440000.0,640.0,0.23703690705556918,0.9402845142096875,0.03481540108943632,0.7950144797105683,0.0004308487720807981,0.0,0.029261938243270506,0.19342626355428436,0.3657402987791971,0.6016456526847003,True
cand_79bdf2d4412e,seeded_permutation_jitter,235,modeled,42.356315144938804,1.356751929724052,5047.41343345849,6218.75,0.2092926239919855,2.6913120159083648,5826.41304347826,2052.5,4117748.3229132136,13440000.0,640.0,0.2360586580475059,0.818197793343484,0.0,0.99124744645863,0.0,0.0048543689320388345,0.0,0.1811872424268134,0.3537220021978694,0.5496189678779831,True
cand_7bcdc234aa0e,seeded_permutation_jitter,235,modeled,40.35186618804924,1.225254090217605,5597.329995828119,6667.857142857143,0.20966676170912643,2.232887776185951,6384.347826086955,2170.0,4117748.3229132136,13440000.0,640.0,0.24109939943147976,0.5563955740843143,0.1636513183419465,0.5218629343964547,0.3159352495845384,0.05555555555555555,0.15078151049717065,0.24213560658418584,0.325671666916748,0.41925714705908096,True
cand_7c87c6b1ee20,seeded_permutation_jitter,235,modeled,39.02523093315263,1.176469927700436,6243.5857321652065,7178.571428571428,0.20966676170912643,1.982349104850525,7046.739130434781,2556.25,4117748.3229132136,13440000.0,640.0,0.24731141812351523,0.38312298827682034,0.35597250027158317,0.2653342393416439,0.69101988059334,0.2222222222222222,0.33659893104560445,0.36675416249583126,0.3831404269928322,0.3810024743474103,True
cand_81357253e23d,seeded_permutation_jitter,235,modeled,37.66256200714982,1.0024839301275799,6630.20442219441,6917.857142857143,0.14472051858314203,1.897780607208559,6753.91304347826,3006.875,4117748.3229132136,13440000.0,640.0,0.2510930365261653,0.20514402417456842,0.4710275152474511,0.17874382905805644,0.5252046531667386,0.4166666666666667,0.4497168419720252,0.4072551322464,0.360207974389322,0.2944793218085052,True
cand_814ff832337e,seeded_permutation_jitter,235,modeled,38.581060935884445,1.1182408441457294,5970.202336253651,6264.285714285715,0.14472051858314203,2.0677098670768044,6021.521739130434,2813.75,4117748.3229132136,13440000.0,640.0,0.24466294492662596,0.32510969209710794,0.27461551593028877,0.3527358561302739,0.11048193512648495,0.3333333333333333,0.25737630113488014,0.26537989295903675,0.27762297340241393,0.2987958097621915,True
cand_858e84ec850d,seeded_permutation_jitter,235,modeled,38.714709178954315,1.0768295492462734,5644.430538172716,6282.142857142857,0.42504314296168766,2.0842333964885693,6074.782608695651,2491.875,4117748.3229132136,13440000.0,640.0,0.2414217504752284,0.34256556520154285,0.1776681099368377,0.36965443965714556,0.1406413491721547,0.19444444444444445,0.16042385744265952,0.20187050283716196,0.24122740467299167,0.2846730880540398,True
cand_88e1f8eecfe8,seeded_permutation_jitter,235,modeled,40.4764590377512,1.1984229541177709,5561.503963287443,6596.428571428572,0.18280219604948572,2.1509047716988894,6331.086956521738,2170.0,4117748.3229132136,13440000.0,640.0,0.24065915610158595,0.5726687171063309,0.1529897419184632,0.4379198327361848,0.2857758355388686,0.05555555555555555,0.13761270273434068,0.22416902897085603,0.30851693886724,0.4150725261201063,True
cand_a3097f2a93bd,seeded_permutation_jitter,235,modeled,39.23444243670849,1.1840998451973481,6314.226115978307,6721.428571428572,0.14472051858314203,1.939522224002747,6426.086956521738,2749.375,4117748.3229132136,13440000.0,640.0,0.24797499508079848,0.4104482218464824,0.3769945838571009,0.221483428612151,0.33957038222441055,0.3055555555555556,0.3564482207291404,0.3472012789892175,0.34619183252345165,0.3679293280769442,True
cand_ab7c05658288,seeded_permutation_jitter,235,modeled,36.09190792166335,0.9022534106742692,7060.3149770546515,6650.0,0.3559342484071871,1.8604343339166336,6591.086956521738,3521.875,4117748.3229132136,13440000.0,640.0,0.2553567958014758,0.0,0.599025404658814,0.140504659425391,0.4330030159414045,0.6388888888888888,0.5772568236841613,0.46777743452202675,0.3563086446782952,0.2100050380756579,True
cand_b53433b4649b,seeded_permutation_jitter,235,modeled,36.939090273310626,0.9255720172884752,6908.573216520651,6792.857142857143,0.45056048792812275,1.7232105013884533,6856.956521739129,3457.5,4117748.3229132136,13440000.0,640.0,0.2537021543636076,0.11065096919336495,0.5538681192482581,0.0,0.5835538868714222,0.6111111111111112,0.5277622520867801,0.446937385092663,0.3662448981028343,0.2620994573837689,True
cand_b96046c4ae73,seeded_permutation_jitter,235,modeled,37.02209592050322,0.9866798558619545,6569.82686691698,7196.428571428572,0.18280219604948572,1.910013472666617,7092.391304347825,2878.125,4117748.3229132136,13440000.0,640.0,0.25050149383884907,0.12149238402279819,0.4530595775718922,0.19126916495135388,0.7168708069182003,0.3611111111111111,0.43202228215971733,0.4049888688604333,0.3581204607355798,0.26065299137578063,True
cand_bd4a9ef5cfb1,seeded_permutation_jitter,235,modeled,37.51929736154899,1.0036004931004125,6109.71005423446,6335.714285714285,0.45056048792812275,1.7587429926620597,6126.304347826086,3071.25,4117748.3229132136,13440000.0,640.0,0.24574905523201931,0.18643214726158486,0.316132035942083,0.03638202266292544,0.1698159660244968,0.4444444444444444,0.28986464757820596,0.2538373649975384,0.22868828388810147,0.21370836028017698,True
cand_bd4f9111b056,seeded_permutation_jitter,235,modeled,37.94707931742067,1.095280966132441,6982.133917396746,6667.857142857143,0.20966676170912643,1.7368668390926174,6848.478260869564,3457.5,4117748.3229132136,13440000.0,640.0,0.25445141771007274,0.24230499202587513,0.5757592687431136,0.013982841338640355,0.5787530005539483,0.6111111111111112,0.5501746415617415,0.4755108500397397,0.40827578538435216,0.33873709986699974,True
cand_c2b0fb485a15,seeded_permutation_jitter,235,modeled,39.233800789127145,1.1189911166805726,6453.358364622445,6721.428571428572,0.14472051858314203,1.8480008589248063,6502.173913043477,2749.375,4117748.3229132136,13440000.0,640.0,0.2492747962021619,0.41036441589063527,0.4183993668234091,0.1277739177093552,0.38265525943251044,0.3055555555555556,0.39532860785794516,0.3677813460335118,0.3526902006428678,0.36890526908482973,True
cand_cd7ee17b9229,seeded_permutation_jitter,235,modeled,38.34365321215201,1.1581908814435786,5928.274926992074,6721.428571428572,0.14472051858314203,2.1074778598007806,6434.999999999999,2749.375,4117748.3229132136,13440000.0,640.0,0.24428343882673417,0.2941017341599466,0.2621382125176532,0.3934546450663448,0.34461746784021663,0.3055555555555556,0.24602429978712143,0.28082804425563723,0.3041230935031253,0.3046337568753037,True
cand_d174691c3e86,seeded_permutation_jitter,235,modeled,39.91306510389945,1.2103103728926239,5845.775969962453,6210.714285714285,0.20966676170912643,2.4880591603798505,6001.956521739129,2813.75,4117748.3229132136,13440000.0,640.0,0.24383903055701706,0.4990835147031607,0.23758710057886,0.7831351038930088,0.09940296670154462,0.3333333333333333,0.23273090798598228,0.3068323442762583,0.37291197891197586,0.4314783289367122,True
cand_d9492f2b1968,seeded_permutation_jitter,235,modeled,36.23845565303926,0.8878741077702921,6863.14142678348,7035.714285714285,0.14472051858314203,1.8102977848144095,7040.434782608694,3135.625,4117748.3229132136,13440000.0,640.0,0.2533349237496618,0.019140682614909813,0.5403479367444173,0.08916941665751577,0.687449990767526,0.4722222222222222,0.5167774420253888,0.4426280316394633,0.3540865076423977,0.21528520417863797,True
cand_ddd7e84e5d9b,seeded_permutation_jitter,235,modeled,40.602828787336136,1.2483759158030427,5449.59324155194,6650.0,0.14472051858314203,2.1203351536901236,6231.086956521738,2170.0,4117748.3229132136,13440000.0,640.0,0.23950947926622215,0.5891739420335353,0.11968589474991087,0.40661933858766375,0.22914999692250868,0.05555555555555555,0.10322291825325319,0.19483644887126178,0.2876350580784354,0.410307892612671,True
cand_dec7fabe9309,seeded_permutation_jitter,235,modeled,40.477256397713404,1.2244416784797059,5469.722569879015,6596.428571428572,0.20966676170912643,2.1509047716988894,6296.304347826086,2170.0,4117748.3229132136,13440000.0,640.0,0.23974134216750168,0.5727728607448788,0.12567624191070348,0.4379198327361848,0.2660798916723087,0.05555555555555555,0.11015853264409138,0.2043857389017662,0.29600775768180365,0.40905615222936315,True
cand_eb3c77486459,seeded_permutation_jitter,235,modeled,40.602828787336136,1.2483759158030427,5449.59324155194,6650.0,0.14472051858314203,2.1203351536901236,6231.086956521738,2170.0,4117748.3229132136,13440000.0,640.0,0.23950947926622215,0.5891739420335353,0.11968589474991087,0.40661933858766375,0.22914999692250868,0.05555555555555555,0.10322291825325319,0.19483644887126178,0.2876350580784354,0.410307892612671,True
cand_ed3ede99387d,seeded_permutation_jitter,235,modeled,39.64037679424189,1.200091096798465,5487.44263662912,6335.714285714285,0.45056048792812275,2.162660125810633,6032.608695652173,2491.875,4117748.3229132136,13440000.0,640.0,0.23993029818911446,0.46346753935542107,0.13094960969629263,0.4499562406652243,0.11676001723395088,0.19444444444444445,0.11581069215516926,0.19028838947971038,0.2638802937307099,0.34990871245723126,True
cand_f39493140093,seeded_permutation_jitter,235,modeled,36.9126134670346,0.9357568412844248,6385.4297037964125,6792.857142857143,0.42504314296168766,1.9144712723382096,6609.347826086955,2942.5,4117748.3229132136,13440000.0,640.0,0.248661980007315,0.1071928184541642,0.39818427301084797,0.19583354428039734,0.44334338647134824,0.3888888888888889,0.37699770284267925,0.34230791173800224,0.29775014314376325,0.22043094455707252,True
cand_f497ec01f925,seeded_permutation_jitter,235,modeled,39.57406378127914,1.0815380778154635,6179.68293700459,6721.428571428572,0.20966676170912643,1.9962816119647768,6449.999999999999,2749.375,4117748.3229132136,13440000.0,640.0,0.24668632267902332,0.45480635898475763,0.3369554758911808,0.27959985290864414,0.3531113436326706,0.3055555555555556,0.31790072216207593,0.33352321579510014,0.3542400282854897,0.3935607563485256,True
